0 0     -3.859900e+02 3.871200e+02
3 15835     -3.770001e+01 -9.320001e+01
13 15835     5.546400e+02 1.731100e+02
14 15835     7.650900e+02 -2.450600e+02
3 15836     -1.330400e+02 -1.001000e+02
6 15836     -1.079700e+02 5.526400e+02
12 15836     5.458002e+01 5.199400e+02
14 15836     6.464000e+02 -2.517200e+02
3 15837     -5.076200e+02 -1.029400e+02
13 15837     1.158300e+02 1.411600e+02
3 15838     -3.862600e+02 -1.068100e+02
8 15838     -1.296100e+02 1.700600e+02
3 15839     -3.014800e+02 -1.257900e+02
8 15839     -5.590002e+01 1.569100e+02
14 15839     4.440500e+02 -2.825800e+02
3 15840     4.777800e+02 -1.311800e+02
6 15840     5.515800e+02 3.415600e+02
7 15840     5.418300e+02 3.442300e+02
8 15840     5.709600e+02 1.167200e+02
10 15840     7.251899e+02 3.906500e+02
12 15840     6.315000e+02 3.520100e+02
3 15841     4.678500e+02 -1.361400e+02
6 15841     5.406600e+02 3.364300e+02
8 15841     5.620900e+02 1.118900e+02
9 15841     3.814399e+02 2.499600e+02
12 15841     6.206100e+02 3.464600e+02
3 15842     8.496002e+01 -1.393500e+02
6 15842     3.729999e+01 2.554400e+02
7 15842     4.006000e+01 3.139300e+02
8 15842     2.025300e+02 1.102300e+02
13 15842     4.709900e+02 -5.940997e+01
14 15842     6.707000e+02 -5.401899e+02
3 15843     5.638101e+02 -1.390800e+02
7 15843     6.191500e+02 3.105200e+02
3 15844     1.769600e+02 -1.759600e+02
4 15844     -2.349500e+02 -5.447700e+02
3 15845     1.873999e+01 -1.879200e+02
8 15845     1.279500e+02 6.248001e+01
3 15846     -2.641998e+01 -1.951100e+02
4 15846     -1.880800e+02 -4.060400e+02
5 15846     6.019399e+02 -5.283400e+02
6 15846     -1.098800e+02 1.509100e+02
8 15846     9.167999e+01 5.872000e+01
12 15846     -7.997998e+01 2.049500e+02
13 15846     3.422300e+02 -1.173300e+02
3 15847     6.910300e+02 -2.160800e+02
7 15847     7.216500e+02 1.992500e+02
9 15847     5.716300e+02 1.797300e+02
3 15848     -9.640015e+00 -2.189700e+02
4 15848     -2.084100e+02 -4.027000e+02
8 15848     1.008400e+02 3.623999e+01
3 15849     1.556800e+02 -2.192000e+02
4 15849     -2.604800e+02 -5.033500e+02
3 15850     1.411100e+02 -2.206300e+02
13 15850     4.565699e+02 -1.785800e+02
3 15851     1.389600e+02 -2.352200e+02
6 15851     5.965997e+01 7.701001e+01
3 15852     7.348800e+02 -2.347000e+02
7 15852     7.582300e+02 1.687400e+02
3 15853     5.237300e+02 -2.535600e+02
9 15853     4.263800e+02 1.475600e+02
12 15853     6.675699e+02 2.063800e+02
3 15854     -6.241998e+01 -2.835100e+02
6 15854     -1.576500e+02 4.500000e+01
8 15854     5.383002e+01 -1.700000e+01
9 15854     -8.996002e+01 1.117100e+02
3 15855     5.046801e+02 -2.881000e+02
6 15855     5.641801e+02 1.637200e+02
9 15855     4.097400e+02 1.176700e+02
12 15855     6.428500e+02 1.729400e+02
3 15856     -1.721002e+01 -2.946600e+02
4 15856     -2.511800e+02 -3.740200e+02
8 15856     8.870001e+01 -2.923001e+01
3 15857     5.543400e+02 -2.983100e+02
9 15857     4.516600e+02 1.088000e+02
12 15857     6.950500e+02 1.527900e+02
3 15858     5.543400e+02 -2.983100e+02
9 15858     4.516600e+02 1.088000e+02
12 15858     6.950500e+02 1.527900e+02
3 15859     1.874300e+02 -3.048900e+02
8 15859     2.603200e+02 -4.764001e+01
3 15860     -7.969971e+00 -3.096300e+02
4 15860     -2.616300e+02 -3.731800e+02
7 15860     -1.439100e+02 1.117900e+02
10 15860     -1.558800e+02 1.476900e+02
12 15860     -9.746997e+01 6.158002e+01
3 15861     -2.432600e+02 -3.146800e+02
8 15861     -7.573999e+01 -2.717999e+01
9 15861     -2.426800e+02 8.078000e+01
3 15862     7.463300e+02 -3.188900e+02
7 15862     7.471899e+02 9.072000e+01
9 15862     6.131801e+02 9.179001e+01
3 15863     -7.959998e+01 -3.198600e+02
4 15863     -2.443100e+02 -3.425600e+02
9 15863     -1.042300e+02 7.944000e+01
3 15864     -4.222998e+01 -3.281600e+02
6 15864     -1.384200e+02 -1.008002e+01
10 15864     -1.730500e+02 1.396400e+02
12 15864     -1.187400e+02 4.639001e+01
13 15864     2.993000e+02 -2.262400e+02
15 15864     -1.258400e+02 1.340400e+02
3 15865     7.322800e+02 -3.348600e+02
7 15865     7.304000e+02 8.129001e+01
9 15865     6.006200e+02 7.806000e+01
3 15866     2.482300e+02 -3.589600e+02
8 15866     3.117200e+02 -9.528003e+01
3 15867     1.742999e+01 -3.898500e+02
10 15867     -1.575500e+02 4.690002e+01
3 15868     1.365400e+02 -3.934200e+02
4 15868     -3.596900e+02 -4.312100e+02
6 15868     4.009003e+01 -1.044100e+02
8 15868     2.078000e+02 -1.230400e+02
9 15868     8.232001e+01 1.965002e+01
3 15869     1.699700e+02 -3.932200e+02
4 15869     -3.721100e+02 -4.538000e+02
6 15869     7.590997e+01 -1.065600e+02
3 15870     1.414000e+02 -3.987300e+02
7 15870     -3.603003e+01 -5.859985e+00
3 15871     -5.959800e+02 -4.099900e+02
9 15871     -6.189100e+02 -4.292999e+01
3 15872     -5.736300e+02 -4.113500e+02
9 15872     -5.962800e+02 -4.253003e+01
3 15873     -5.736300e+02 -4.113500e+02
9 15873     -5.962800e+02 -4.253003e+01
3 15874     2.049000e+02 -4.275900e+02
4 15874     -4.062200e+02 -4.671100e+02
8 15874     2.636000e+02 -1.551600e+02
12 15874     1.170300e+02 -9.881000e+01
3 15875     -2.029700e+02 -4.362700e+02
8 15875     -6.956000e+01 -1.404000e+02
9 15875     -2.069300e+02 -2.306000e+01
3 15876     -5.471997e+01 -4.433199e+02
8 15876     4.456000e+01 -1.547500e+02
3 15877     -2.318000e+02 -4.469301e+02
8 15877     -8.009998e+01 -1.393500e+02
3 15878     -9.950000e+01 -4.488700e+02
6 15878     -2.106900e+02 -1.529200e+02
8 15878     6.979980e+00 -1.574000e+02
3 15879     -4.557200e+02 -4.583400e+02
5 15879     2.576100e+02 -5.694301e+02
9 15879     -4.107900e+02 -4.495001e+01
10 15879     -3.263400e+02 2.583100e+02
3 15880     -4.773000e+02 -4.649100e+02
5 15880     2.360699e+02 -5.715200e+02
7 15880     -3.611100e+02 1.588700e+02
8 15880     -2.313400e+02 -1.237400e+02
13 15880     7.132001e+01 -1.686800e+02
3 15881     1.098000e+02 -4.690699e+02
8 15881     1.760100e+02 -1.872000e+02
3 15882     1.772100e+02 -4.740300e+02
4 15882     -4.241600e+02 -4.216700e+02
6 15882     6.878003e+01 -2.048300e+02
10 15882     -5.846002e+01 -9.537000e+01
15 15882     6.859985e+00 -1.393400e+02
3 15883     -5.086000e+02 -5.168600e+02
8 15883     -2.620900e+02 -1.659400e+02
13 15883     3.473999e+01 -2.122500e+02
3 15884     3.162600e+02 -5.556700e+02
7 15884     1.093900e+02 -1.536800e+02
3 15885     -4.646002e+01 -5.621100e+02
8 15885     4.656000e+01 -2.503600e+02
3 15886     1.800100e+02 -5.620800e+02
6 15886     7.431000e+01 -2.784000e+02
9 15886     1.201600e+02 -1.211400e+02
10 15886     -4.615002e+01 -1.579000e+02
12 15886     7.603998e+01 -2.338900e+02
13 15886     4.163400e+02 -4.537700e+02
15 15886     2.260999e+01 -2.140300e+02
3 15887     -5.335999e+01 -5.746801e+02
8 15887     4.103998e+01 -2.577800e+02
3 15888     1.785600e+02 -6.023199e+02
10 15888     -4.590002e+01 -1.879000e+02
3 15889     2.601400e+02 -6.045400e+02
6 15889     1.582000e+02 -3.156600e+02
8 15889     2.997000e+02 -3.023200e+02
3 15890     2.144600e+02 -6.047100e+02
9 15890     1.495900e+02 -1.553300e+02
3 15891     -1.065200e+02 -6.117800e+02
8 15891     4.299988e+00 -2.821100e+02
9 15891     -1.194400e+02 -1.663300e+02
13 15891     2.193800e+02 -4.126500e+02
3 15892     -3.490500e+02 4.231500e+02
4 15892     3.120699e+02 -5.056400e+02
5 15892     5.565800e+02 3.803900e+02
14 15892     4.475200e+02 2.776000e+02
3 15893     -3.575500e+02 4.123600e+02
5 15893     5.480100e+02 3.715100e+02
14 15893     4.395500e+02 2.696700e+02
3 15894     -4.689400e+02 3.044900e+02
5 15894     3.921700e+02 2.217600e+02
11 15894     1.244300e+02 3.660999e+01
13 15894     1.685000e+02 4.758600e+02
14 15894     2.918700e+02 1.234000e+02
3 15895     -4.340400e+02 3.021500e+02
4 15895     2.219800e+02 -3.981700e+02
5 15895     4.243600e+02 2.170800e+02
11 15895     1.468700e+02 3.426001e+01
13 15895     1.945200e+02 4.739400e+02
14 15895     3.220300e+02 1.199700e+02
3 15896     -5.304600e+02 2.910700e+02
11 15896     6.382001e+01 1.757001e+01
13 15896     1.121400e+02 4.551100e+02
14 15896     2.261300e+02 1.015900e+02
3 15897     -3.816600e+02 2.532800e+02
11 15897     1.916400e+02 -5.450012e+00
14 15897     3.724600e+02 7.146997e+01
3 15898     -2.302000e+02 2.467700e+02
11 15898     3.521100e+02 6.510010e+00
13 15898     3.855100e+02 4.465400e+02
14 15898     5.474700e+02 8.389001e+01
3 15899     -2.442800e+02 2.449200e+02
5 15899     6.413400e+02 1.733300e+02
3 15900     1.297200e+02 2.316700e+02
11 15900     6.072200e+02 -7.235999e+01
3 15901     -4.105800e+02 2.069100e+02
4 15901     1.637200e+02 -3.980900e+02
6 15901     -4.975800e+02 8.704700e+02
8 15901     -1.561800e+02 4.260000e+02
11 15901     1.584500e+02 -4.673999e+01
13 15901     2.086500e+02 3.896200e+02
14 15901     3.381100e+02 2.389001e+01
3 15902     1.255200e+02 1.832200e+02
6 15902     1.785100e+02 8.211400e+02
8 15902     2.907400e+02 4.071800e+02
9 15902     7.946997e+01 5.373000e+02
11 15902     6.015000e+02 -1.175300e+02
13 15902     6.707800e+02 3.308700e+02
3 15903     -7.784500e+02 1.604300e+02
4 15903     1.414900e+02 -1.678900e+02
5 15903     5.810999e+01 4.158002e+01
8 15903     -4.662500e+02 3.695100e+02
11 15903     -1.754700e+02 -1.150200e+02
13 15903     -1.012900e+02 3.102700e+02
14 15903     -3.053003e+01 -5.540997e+01
3 15904     -7.130300e+02 1.446700e+02
11 15904     -1.214400e+02 -1.222100e+02
3 15905     3.085800e+02 1.443400e+02
6 15905     3.819000e+02 7.024200e+02
8 15905     4.376500e+02 3.654600e+02
9 15905     2.442200e+02 5.039700e+02
11 15905     7.090000e+02 -2.295200e+02
3 15906     -3.046000e+02 1.208900e+02
4 15906     1.123200e+02 -4.690699e+02
6 15906     -3.458000e+02 7.812000e+02
8 15906     -6.170001e+01 3.551500e+02
11 15906     2.709500e+02 -1.061600e+02
3 15907     2.381000e+02 1.151400e+02
6 15907     3.111400e+02 7.128300e+02
8 15907     3.841800e+02 3.447100e+02
9 15907     1.815100e+02 4.758500e+02
13 15907     7.627800e+02 2.473700e+02
3 15908     -9.265002e+01 1.020600e+02
5 15908     8.224200e+02 3.803998e+01
6 15908     -5.990002e+01 8.140900e+02
8 15908     1.257200e+02 3.478400e+02
11 15908     5.129100e+02 -9.996002e+01
13 15908     5.182200e+02 3.385300e+02
3 15909     -2.838300e+02 6.938000e+01
4 15909     8.307001e+01 -4.792200e+02
5 15909     5.756899e+02 -8.150024e+00
6 15909     -3.136400e+02 7.243100e+02
8 15909     -4.300000e+01 3.147900e+02
9 15909     -2.829500e+02 4.227800e+02
11 15909     2.923600e+02 -1.448000e+02
3 15910     -6.389800e+02 5.432001e+01
5 15910     1.867700e+02 -4.309003e+01
3 15911     2.182200e+02 3.307001e+01
8 15911     3.646800e+02 2.747300e+02
3 15912     1.270700e+02 2.646002e+01
6 15912     1.741200e+02 6.202300e+02
8 15912     2.889300e+02 2.717500e+02
9 15912     8.276001e+01 3.933500e+02
3 15913     1.270700e+02 2.646002e+01
6 15913     1.741200e+02 6.202300e+02
8 15913     2.889300e+02 2.717500e+02
9 15913     8.276001e+01 3.933500e+02
3 15914     3.503900e+02 -3.229980e+00
8 15914     4.659700e+02 2.344200e+02
3 15915     -5.547100e+02 -2.510999e+01
14 15915     1.774301e+02 -2.000600e+02
3 15916     4.874500e+02 -2.667999e+01
7 15916     5.717600e+02 4.533200e+02
8 15916     5.865601e+02 2.055900e+02
3 15917     4.460999e+01 -4.032001e+01
8 15917     2.333600e+02 2.251000e+02
3 15918     2.287500e+02 -5.146997e+01
6 15918     2.894500e+02 5.088600e+02
7 15918     3.633199e+02 5.109000e+02
8 15918     3.710400e+02 2.015900e+02
9 15918     1.734800e+02 3.246200e+02
12 15918     3.905900e+02 5.030400e+02
13 15918     7.304800e+02 1.012800e+02
3 15919     3.572200e+02 -7.617999e+01
6 15919     4.193500e+02 4.256400e+02
8 15919     4.706801e+02 1.701500e+02
9 15919     2.861100e+02 3.030900e+02
13 15919     8.159700e+02 2.664001e+01
3 15920     3.080000e+02 -8.976001e+01
6 15920     3.620400e+02 4.196900e+02
12 15920     4.496600e+02 4.276900e+02
3 15921     3.673800e+02 -1.149100e+02
6 15921     4.266600e+02 3.790200e+02
8 15921     4.774301e+02 1.358600e+02
9 15921     2.936801e+02 2.684900e+02
10 15921     6.123600e+02 4.573200e+02
12 15921     5.107100e+02 3.873000e+02
13 15921     8.187200e+02 -9.229980e+00
3 15922     3.499800e+02 -1.219000e+02
6 15922     4.056900e+02 3.748500e+02
8 15922     4.623300e+02 1.314200e+02
9 15922     2.782500e+02 2.624700e+02
12 15922     4.908400e+02 3.832100e+02
15 15922     7.905500e+02 5.182800e+02
3 15923     3.499800e+02 -1.219000e+02
6 15923     4.056900e+02 3.748500e+02
8 15923     4.623300e+02 1.314200e+02
12 15923     4.908400e+02 3.832100e+02
15 15923     7.905500e+02 5.182800e+02
3 15924     3.499800e+02 -1.219000e+02
12 15924     4.908400e+02 3.832100e+02
3 15925     -3.916600e+02 -1.522400e+02
5 15925     4.313900e+02 -2.235600e+02
8 15925     -1.324900e+02 1.351900e+02
12 15925     -2.605200e+02 4.304000e+02
13 15925     2.142400e+02 1.112900e+02
14 15925     3.425699e+02 -3.088400e+02
3 15926     4.677500e+02 -1.544600e+02
12 15926     6.197000e+02 3.266800e+02
3 15927     3.431400e+02 -1.578200e+02
8 15927     4.549399e+02 9.842999e+01
9 15927     2.722800e+02 2.280900e+02
10 15927     5.775900e+02 4.174600e+02
15 15927     7.735100e+02 4.724600e+02
3 15928     3.431400e+02 -1.578200e+02
6 15928     3.966500e+02 3.385300e+02
8 15928     4.557800e+02 1.036800e+02
9 15928     2.730400e+02 2.332300e+02
10 15928     5.775900e+02 4.174600e+02
12 15928     4.822800e+02 3.474400e+02
15 15928     7.735100e+02 4.724600e+02
3 15929     -3.922900e+02 -1.650100e+02
8 15929     -1.324500e+02 1.246000e+02
3 15930     -3.922900e+02 -1.650100e+02
8 15930     -1.324500e+02 1.246000e+02
12 15930     -2.596800e+02 4.170000e+02
3 15931     -3.016600e+02 -1.689700e+02
7 15931     -9.345001e+01 4.924500e+02
8 15931     -5.689001e+01 1.227600e+02
9 15931     -2.864200e+02 2.095400e+02
12 15931     -1.531900e+02 4.250800e+02
3 15932     -3.915900e+02 -1.764100e+02
8 15932     -1.321200e+02 1.163400e+02
12 15932     -2.586600e+02 4.076800e+02
3 15933     -3.915900e+02 -1.764100e+02
8 15933     -1.321200e+02 1.163400e+02
12 15933     -2.586600e+02 4.076800e+02
3 15934     -3.742200e+02 -1.785300e+02
8 15934     -1.168700e+02 1.168300e+02
3 15935     5.017600e+02 -2.182900e+02
7 15935     5.495100e+02 2.532300e+02
9 15935     4.094500e+02 1.780400e+02
3 15936     7.155601e+02 -2.199000e+02
7 15936     7.438199e+02 1.879700e+02
3 15937     -9.448999e+01 -2.656200e+02
5 15937     5.195000e+02 -5.798101e+02
13 15937     2.809301e+02 -1.603900e+02
3 15938     1.868400e+02 -2.722600e+02
4 15938     -3.040400e+02 -5.056000e+02
6 15938     1.082200e+02 3.437000e+01
9 15938     1.243700e+02 1.240600e+02
12 15938     1.244500e+02 8.434003e+01
3 15939     -7.144000e+01 -2.943100e+02
6 15939     -1.670700e+02 3.538000e+01
8 15939     4.703998e+01 -2.567999e+01
9 15939     -9.600000e+01 1.019200e+02
3 15940     7.393000e+02 -3.216800e+02
7 15940     7.397400e+02 9.048001e+01
9 15940     6.071400e+02 8.879001e+01
3 15941     2.490800e+02 -3.255500e+02
10 15941     1.032500e+02 5.977002e+01
3 15942     1.351000e+02 -3.287200e+02
4 15942     -3.212000e+02 -4.510100e+02
6 15942     4.477002e+01 -3.176001e+01
12 15942     5.600000e+01 2.026001e+01
3 15943     7.486000e+02 -3.497100e+02
7 15943     7.412000e+02 6.398999e+01
9 15943     6.126200e+02 6.551001e+01
3 15944     7.031801e+02 -3.508300e+02
7 15944     7.002500e+02 7.717999e+01
9 15944     5.752200e+02 6.453998e+01
3 15945     1.933002e+01 -3.581300e+02
13 15945     3.346200e+02 -2.655600e+02
3 15946     -2.092700e+02 -3.677800e+02
6 15946     -3.063500e+02 -1.771002e+01
3 15947     -5.865200e+02 -3.730800e+02
9 15947     -6.144600e+02 -1.139001e+01
3 15948     6.015002e+01 -3.837200e+02
7 15948     -9.569000e+01 2.796002e+01
13 15948     3.589399e+02 -2.952100e+02
3 15949     3.102700e+02 -4.059800e+02
7 15949     1.326200e+02 -2.654999e+01
3 15950     -2.248300e+02 -4.079800e+02
9 15950     -2.256400e+02 1.650024e+00
3 15951     7.297400e+02 -4.113101e+02
7 15951     7.089800e+02 1.841998e+01
9 15951     5.938900e+02 1.370001e+01
3 15952     7.286400e+02 -4.186500e+02
7 15952     7.068600e+02 1.308002e+01
3 15953     7.027000e+02 -4.362100e+02
7 15953     6.806500e+02 6.799988e+00
3 15954     -4.942900e+02 -4.570699e+02
5 15954     2.275500e+02 -5.585000e+02
7 15954     -3.699700e+02 1.689700e+02
8 15954     -2.425400e+02 -1.169500e+02
13 15954     6.316998e+01 -1.588300e+02
15 15954     -3.264300e+02 2.788400e+02
3 15955     -5.202002e+01 -4.588700e+02
8 15955     4.354999e+01 -1.694600e+02
3 15956     1.887600e+02 -4.651200e+02
13 15956     4.306000e+02 -3.925300e+02
3 15957     4.497998e+01 -5.079900e+02
6 15957     -6.721997e+01 -2.269301e+02
8 15957     1.206000e+02 -2.150800e+02
12 15957     -6.834998e+01 -1.726900e+02
3 15958     -4.248000e+02 -5.415900e+02
7 15958     -3.523600e+02 6.701001e+01
8 15958     -2.028900e+02 -1.900400e+02
13 15958     8.234998e+01 -2.479200e+02
3 15959     4.542999e+01 -5.851899e+02
6 15959     -6.388000e+01 -2.910100e+02
3 15960     4.542999e+01 -5.851899e+02
6 15960     -6.388000e+01 -2.910100e+02
3 15961     -2.141998e+01 -5.883101e+02
6 15961     -1.297800e+02 -2.863400e+02
3 15962     -5.695500e+02 3.849500e+02
13 15962     9.734003e+01 5.525500e+02
14 15962     2.104600e+02 2.105800e+02
3 15963     -5.534400e+02 3.746200e+02
13 15963     1.082200e+02 5.425500e+02
3 15964     -4.002400e+02 3.736500e+02
5 15964     4.791200e+02 3.039100e+02
13 15964     2.379600e+02 5.504300e+02
14 15964     3.735699e+02 2.050000e+02
3 15965     -7.173200e+02 3.465300e+02
14 15965     4.213000e+01 1.266300e+02
3 15966     -3.174800e+02 3.233300e+02
4 15966     2.412300e+02 -5.032000e+02
13 15966     3.161700e+02 5.156500e+02
3 15967     -4.027200e+02 3.100300e+02
14 15967     3.609000e+02 1.335800e+02
3 15968     -4.027200e+02 3.100300e+02
14 15968     3.609000e+02 1.335800e+02
3 15969     -4.325100e+02 2.879200e+02
4 15969     2.114900e+02 -3.951500e+02
11 15969     1.449600e+02 1.929999e+01
3 15970     -4.109200e+02 2.661500e+02
5 15970     4.412700e+02 1.733000e+02
3 15971     -4.615300e+02 2.199700e+02
4 15971     1.699301e+02 -3.612300e+02
5 15971     3.801801e+02 1.224500e+02
3 15972     1.712200e+02 1.899300e+02
6 15972     2.353500e+02 8.218200e+02
8 15972     3.296000e+02 4.123000e+02
9 15972     1.205800e+02 5.450900e+02
11 15972     6.387900e+02 -1.204000e+02
13 15972     7.123900e+02 3.295700e+02
3 15973     -3.782100e+02 1.722700e+02
11 15973     1.931900e+02 -7.134003e+01
13 15973     2.378900e+02 3.641300e+02
14 15973     3.725900e+02 -6.590027e+00
3 15974     -5.345000e+02 6.820001e+01
4 15974     9.159998e+01 -3.001200e+02
5 15974     2.941801e+02 -2.510999e+01
8 15974     -2.593700e+02 3.061600e+02
11 15974     3.828003e+01 -1.642600e+02
3 15975     -9.919983e+00 4.047998e+01
14 15975     8.172300e+02 -9.965002e+01
3 15976     -3.212000e+02 -8.250000e+00
5 15976     5.270601e+02 -8.490002e+01
3 15977     1.371000e+02 -2.923999e+01
6 15977     1.825800e+02 5.526400e+02
12 15977     2.925699e+02 5.408900e+02
3 15978     -4.079400e+02 -3.302002e+01
6 15978     -4.654400e+02 5.710300e+02
8 15978     -1.486600e+02 2.298500e+02
9 15978     -3.890600e+02 3.258100e+02
13 15978     2.039800e+02 2.003300e+02
3 15979     3.132800e+02 -3.463000e+01
8 15979     4.347200e+02 2.080700e+02
3 15980     -1.865400e+02 -1.025900e+02
8 15980     4.415997e+01 1.788200e+02
3 15981     1.989301e+02 -1.042400e+02
6 15981     2.505500e+02 4.522500e+02
10 15981     5.002200e+02 5.725500e+02
3 15982     -1.715800e+02 -1.108200e+02
5 15982     6.965300e+02 -1.831900e+02
3 15983     2.773400e+02 -1.459700e+02
7 15983     3.610100e+02 3.810900e+02
8 15983     3.999000e+02 1.159000e+02
9 15983     2.153800e+02 2.401200e+02
3 15984     3.358400e+02 -1.530300e+02
6 15984     3.857600e+02 3.415300e+02
7 15984     4.103800e+02 3.591400e+02
8 15984     4.492400e+02 1.065000e+02
9 15984     2.648400e+02 2.343100e+02
10 15984     5.702600e+02 4.252900e+02
12 15984     4.727200e+02 3.510000e+02
13 15984     7.838000e+02 -3.304999e+01
3 15985     5.955500e+02 -1.640600e+02
7 15985     6.453900e+02 2.768200e+02
3 15986     7.169700e+02 -1.838900e+02
7 15986     7.541300e+02 2.213300e+02
3 15987     3.468500e+02 -1.859800e+02
8 15987     4.561000e+02 7.701999e+01
